level	expression	reading	hard_morae	meaning	tags
3	混ざる	まざる	ざ	to be mixed, to mingle with	JLPT JLPT_2 JLPT_3
3	交ざる	まざる	ざ	to be mixed, to mingle with	JLPT JLPT_2 JLPT_3
3	混じる	まじる	じ	to be mixed, to mingle with	JLPT JLPT_2 JLPT_3
3	交じる	まじる	じ	to be mixed, to mingle with	JLPT JLPT_2 JLPT_3
3	増す	ます	す	to increase, to gain	JLPT JLPT_2 JLPT_3
3	貧しい	まずしい	ず,し	poor, needy	JLPT JLPT_2 JLPT_3
3	マスター	マスター	す	bar owner, master (e.g., arts, science)	JLPT JLPT_2 JLPT_3
3	ますます	ますます	す,す	increasingly (same as もっと), more and more	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9
3	混ぜる	まぜる	ぜ	to mix, to stir	JLPT JLPT_2 JLPT_3
3	交ぜる	まぜる	ぜ	to be mixed, to be blended with	JLPT JLPT_2 JLPT_3
3	街	まち	ち	town; street, road	JLPT JLPT_2 JLPT_3
3	間違い	まちがい	ち	mistake	JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki
3	松	まつ	つ	pine tree	JLPT JLPT_2 JLPT_3
3	祭	まつり	つ	festival, feast	JLPT JLPT_2 JLPT_3
3	まぶしい	まぶしい	し	dazzling, radiant	JLPT JLPT_2 JLPT_3
3	柵	さく	さ	fence, paling	JLPT_1 JLPT JLPT_3
3	裂ける	さける	さ	to split, to tear, to burst	JLPT_1 JLPT JLPT_3
3	裁く	さばく	さ	to judge	JLPT_1 JLPT JLPT_3
3	酸化	さんか	さ	oxidation	JLPT_1 JLPT JLPT_3
3	死	し	し	death, decease	JLPT_1 JLPT JLPT_3
3	資格	しかく	し	qualifications, requirements, capabilities	JLPT_1 JLPT JLPT_3
3	視覚	しかく	し	sense of sight, vision	JLPT_1 JLPT JLPT_3
3	指揮	しき	し	command, direction	JLPT_1 JLPT JLPT_3
3	磁気	じき	じ	magnetism	JLPT_1 JLPT JLPT_3
3	磁器	じき	じ	porcelain, china	JLPT_1 JLPT JLPT_3
3	自己	じこ	じ	self, oneself	JLPT_1 JLPT JLPT_3
3	字体	じたい	じ	font, lettering	JLPT_1 JLPT JLPT_3
3	辞退	じたい	じ	refusal	JLPT_1 JLPT JLPT_3
3	視点	してん	し	opinion, point of view, visual point	JLPT_1 JLPT JLPT_3
3	脂肪	しぼう	し	fat, grease	JLPT_1 JLPT JLPT_3
3	志望	しぼう	し	wish, desire, ambition	JLPT_1 JLPT JLPT_3
3	衆	しゅう	しゅ	masses, people	JLPT_1 JLPT JLPT_3
3	住	じゅう	じゅ	dwelling, living	JLPT_1 JLPT JLPT_3
3	修飾	しゅうしょく	しゅ,しょ	ornamentation; modification (gram)	JLPT_1 JLPT JLPT_3
3	私用	しよう	し	personal use, private business	JLPT_1 JLPT JLPT_3
3	仕様	しよう	し	way, method, specification	JLPT_1 JLPT JLPT_3
3	情	じょう	じょ	feelings, emotion, passion	JLPT_1 JLPT JLPT_3
3	生涯	しょうがい	しょ	one's lifetime	JLPT_1 JLPT JLPT_3
3	上司	じょうし	じょ,し	one's superior	JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9
3	正体	しょうたい	しょ	natural shape, one's true colors, true character	JLPT_1 JLPT JLPT_3
3	照明	しょうめい	しょ	illumination	JLPT_1 JLPT JLPT_3
3	女史	じょし	じょ,し	Ms.	JLPT_1 JLPT JLPT_3
3	助詞	じょし	じょ,し	(gram) particle(s), postposition	JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13
3	ショック	ショック	しょ	shock	JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4
3	進行	しんこう	し	advance	JLPT_1 JLPT JLPT_3
3	新興	しんこう	し	rising, developing, emergent	JLPT_1 JLPT JLPT_3
3	振興	しんこう	し	promotion, encouragement	JLPT_1 JLPT JLPT_3
3	申告	しんこく	し	report, statement	JLPT_1 JLPT JLPT_3
3	真理	しんり	し	truth	JLPT_1 JLPT JLPT_3
3	水洗	すいせん	す,せ	flushing	JLPT_1 JLPT JLPT_3
3	ストレス	ストレス	す,す	stress	JLPT_1 JLPT JLPT_3
3	擦る	する	す	to rub, to chafe	JLPT_1 JLPT JLPT_3
3	正規	せいき	せ	regular, legitimate	JLPT_1 JLPT JLPT_3
3	精巧	せいこう	せ	elaborate, delicate, exquisite	JLPT_1 JLPT JLPT_3
3	精算	せいさん	せ,さ	exact calculation, adjustment	JLPT_1 JLPT JLPT_3
3	成年	せいねん	せ	majority, adult age	JLPT_1 JLPT JLPT_3
3	声明	せいめい	せ	declaration, statement, proclamation	JLPT_1 JLPT JLPT_3
3	姓名	せいめい	せ	full name	JLPT_1 JLPT JLPT_3
3	生理	せいり	せ	physiology, menses	JLPT_1 JLPT JLPT_3
3	節	せつ	せ,つ	when, if; section; clause	JLPT_1 JLPT JLPT_3
3	膳	ぜん	ぜ	(small) table, tray, meal	JLPT_1 JLPT JLPT_3
3	禅	ぜん	ぜ	Zen (Buddhism)	JLPT_1 JLPT JLPT_3
3	選挙	せんきょ	せ	election	JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki
3	先行	せんこう	せ	preceding, going first	JLPT_1 JLPT JLPT_3
3	選考	せんこう	せ	selection, screening	JLPT_1 JLPT JLPT_3
3	相	そう	そ	aspect, phase, countenance	JLPT_1 JLPT JLPT_3
3	沿う	そう	そ	to run along, to follow	JLPT_1 JLPT JLPT_3
3	添う	そう	そ	to accompany, to comply with	JLPT_1 JLPT JLPT_3
3	僧	そう	そ	monk, priest	JLPT_1 JLPT JLPT_3
3	像	ぞう	ぞ	statue, image	JLPT_1 JLPT JLPT_3
3	捜査	そうさ	そ,さ	search (esp. in criminal investigations, investigation)	JLPT_1 JLPT JLPT_3
3	操縦	そうじゅう	そ,じゅ	management, control, manipulation	JLPT_1 JLPT JLPT_3
3	創造	そうぞう	そ,ぞ	creation	JLPT_1 JLPT JLPT_3
3	断つ	たつ	つ	to sever, to cut off	JLPT_1 JLPT JLPT_3
3	チャイム	チャイム	ちゃ	chime	JLPT_1 JLPT JLPT_3
3	挑戦	ちょうせん	ちょ,せ	challenge, defiance	JLPT_1 JLPT JLPT_3
3	治療	ちりょう	ち	medical treatment	JLPT_1 JLPT JLPT_3
3	対	つい	つ	pair, couple, set	JLPT_1 JLPT JLPT_3
3	接ぐ	つぐ	つ	to join; to piece together; to set (bones); to graft (trees)	JLPT_1 JLPT JLPT_3
3	継ぐ	つぐ	つ	to succeed (someone in a business or inheritance	JLPT_1 JLPT JLPT_3
3	摘む	つむ	つ	to pluck, to pick, to trim	JLPT_1 JLPT JLPT_3
3	露	つゆ	つ	dew	JLPT_1 JLPT JLPT_3
3	強まる	つよまる	つ	to get strong, to gain strength	JLPT_1 JLPT JLPT_3
3	強める	つよめる	つ	to strengthen, to emphasize	JLPT_1 JLPT JLPT_3
3	デザイン	デザイン	ざ	design	JLPT_1 JLPT JLPT_3
3	デザート	デザート	ざ	dessert	JLPT_1 JLPT JLPT_3
3	倒産	とうさん	さ	(corporate) bankruptcy, insolvency	JLPT_1 JLPT JLPT_3
3	同士	どうし	し	one another, companion, comrade	JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9
3	同志	どうし	し	same mind, comrade, kindred soul	JLPT_1 JLPT JLPT_3
3	当然	とうぜん	ぜ	obvious; natural	JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15
3	綴じる	とじる	じ	to bind, to file	JLPT_1 JLPT JLPT_3
3	慣らす	ならす	す	to accustom	JLPT_1 JLPT JLPT_3
3	馴らす	ならす	す	to domesticate, to tame	JLPT_1 JLPT JLPT_3
3	臨む	のぞむ	ぞ	to look out on, to face, to attend (function)	JLPT_1 JLPT JLPT_3
3	生やす	はやす	す	to grow, to cultivate, to wear beard	JLPT_1 JLPT JLPT_3
3	保障	ほしょう	しょ	guarantee, security, warranty	JLPT_1 JLPT JLPT_3
3	補償	ほしょう	しょ	compensation, reparation	JLPT_1 JLPT JLPT_3
3	マスコミ	マスコミ	す	mass communication	JLPT_1 JLPT JLPT_3
3	末	まつ	つ	the end of	JLPT_1 JLPT JLPT_3
3	マッサージ	マッサージ	さ,じ	massage	JLPT_1 JLPT JLPT_3
3	メッセージ	メッセージ	せ,じ	message	JLPT_1 JLPT JLPT_3
3	予想	よそう	そ	expectation, anticipation, prediction	JLPT_1 JLPT JLPT_3
3	表示	ひょうじ	じ	display, indication	JLPT_3
4	すっと	すっと	す	straight, quickly	JLPT JLPT_N4
4	盗む	ぬすむ	す	to steal; to rob	Genki Genki_Ln.21 JLPT JLPT_N4
4	ガソリン	ガソリン	そ	gasoline, petrol	Genki Genki_Ln.21 JLPT JLPT_N4
4	しっかり	しっかり	し	firmly, steady	JLPT JLPT_N4
4	ステレオ	ステレオ	す	stereo	JLPT JLPT_N4
4	テキスト	テキスト	す	text; text book	JLPT JLPT_N4
4	～月	～つき	つ	month	JLPT JLPT_N4
4	必ず	かならず	ず	surely, certainly	Intermediate_Japanese_Ln.8 JLPT JLPT_N4
4	壊す	こわす	す	to break, to break down	JLPT JLPT_N4
4	運動	うんどうする	す	exercise	JLPT JLPT_N4
4	もし	もし	し	if	JLPT JLPT_N4
4	大学生	だいがくせい	せ	college student, university student	Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_N4
4	運転手	うんてんしゅ	しゅ	driver (by occupation)	Intermediate_Japanese_Ln.6 JLPT JLPT_N4
4	予習	よしゅう	しゅ	preparation of lessons (for class)	Genki Genki_Ln.22 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	心配	しんぱいする	し,す	worry, concern	JLPT JLPT_N4
4	別	べつ	つ	distinction, different	JLPT JLPT_N4
4	非常に	ひじょうに	じょ	extremely; very	Intermediate_Japanese_Ln.2 JLPT JLPT_N4
4	～ございます	～ございます	ざ,す	to be (polite), to exist	JLPT JLPT_N4
4	つもり	つもり	つ	intention, plan	JLPT JLPT_N4
4	正月	しょうがつ	しょ,つ	New Year, New Year's Day	JLPT JLPT_N4
4	規則	きそく	そ	rule, regulation	JLPT JLPT_N4
4	発音	はつおん	つ	pronunciation	JLPT JLPT_N4
4	屋上	おくじょう	じょ	rooftop	JLPT JLPT_N4
4	失礼	しつれい	し,つ	discourtesy, impoliteness; Excuse me	JLPT JLPT_N4
4	一生懸命	いっしょうけんめい	しょ	very hard (as in "to work hard"), with utmost effort	Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	複雑	ふくざつ	ざ,つ	complexity, complication	JLPT JLPT_N4
4	いらっしゃる	いらっしゃる	しゃ	-- honorific expression for いく, くる, and いる --	Genki Genki_Ln.19 JLPT JLPT_N4
4	大事	だいじ	じ	important, valuable, serious matter	JLPT JLPT_N4
4	～製	～せい	せ	made in ~	JLPT JLPT_N4
4	注意	ちゅうい	ちゅ	caution, attention	JLPT JLPT_N4
4	そう	そう	そ	really, (is that) so; yes, right	JLPT JLPT_N4
4	過ぎる	すぎる	す	to exceed, to go beyond	JLPT JLPT_N4
4	必要	ひつよう	つ	necessary	JLPT JLPT_N4
4	課長	かちょう	ちょ	section manager	Intermediate_Japanese_Ln.7 JLPT JLPT_N4
4	地震	じしん	じ,し	earthquake	Genki Genki_Ln.15 JLPT JLPT_N4
4	すると	すると	す	and, then	JLPT JLPT_N4
4	ガラス	ガラス	す	glass, pane	JLPT JLPT_N4
4	厳しい	きびしい	し	hard; rigorous; strict	Genki Genki_Ln.13 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	エスカレーター	エスカレーター	す	escalator	JLPT JLPT_N4
4	人口	じんこう	じ	population	Intermediate_Japanese_Ln.4 JLPT JLPT_N4
4	月	つき	つ	moon	Genki Genki_Ln.20 JLPT JLPT_N4
4	ちっとも	ちっとも	ち	not at all (neg. verb)	JLPT JLPT_N4
4	落る	おちる	ち	to fall, to drop	JLPT JLPT_N4
4	悲しい	かなしい	し	sad, sorrowful	Genki Genki_Ln.13 JLPT JLPT_N4
4	中学校	ちゅうがっこう	ちゅ	junior high school pupil	JLPT JLPT_N4
4	ガス	ガス	す	gas	JLPT JLPT_N4
4	盛ん	さかん	さ	prosperous, active, thriving	JLPT JLPT_N4
4	起こす	おこす	す	to wake (someone) up	Genki Genki_Ln.16 JLPT JLPT_N4
4	致す	いたす	す	-- extra-modest expression for する --	Genki Genki_Ln.20 JLPT JLPT_N4
4	赤ちゃん	あかちゃん	ちゃ	baby, infant	Genki Genki_Ln.21 JLPT JLPT_N4
4	浅い	あさい	さ	shallow, superficial	JLPT JLPT_N4
4	嘘	うそ	そ	lie	JLPT JLPT_N4
4	小説	しょうせつ	しょ,せ,つ	novel	Genki Genki_Ln.20 JLPT JLPT_N4
4	それに	それに	そ	moreover; besides	Intermediate_Japanese_Ln.2 JLPT JLPT_N4
4	西洋	せいよう	せ	the West, Western countries	JLPT JLPT_N4
4	時代	じだい	じ	age, period, epoch, era	JLPT JLPT_N4
4	申し上げる	もうしあげる	し	(humble)to say, to tell	JLPT JLPT_N4
4	～式	～しき	し	~ ceremony; ~ style	JLPT JLPT_N4
4	出席	しゅっせきする	しゅ,せ,す	attendance	JLPT JLPT_N4
4	触る	さわる	さ	to touch, to feel	JLPT JLPT_N4
4	社長	しゃちょう	しゃ,ちょ	president of a company	Genki Genki_Ln.11 JLPT JLPT_N4
4	動物園	どうぶつえん	つ	zoo	JLPT JLPT_N4
4	捕まえる	つかまえる	つ	to catch, to arrest	JLPT JLPT_N4
4	季節	きせつ	せ,つ	season (in reference to weather)	Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
4	残念	ざんねん	ざ	regret; regrettable	Intermediate_Japanese_Ln.7 JLPT JLPT_N4
4	地理	ちり	ち	geography	JLPT JLPT_N4
4	さっき	さっき	さ	a little while ago	Genki Genki_Ln.4 JLPT JLPT_N4
4	包む	つつむ	つ,つ	to wrap, to cover	Genki Genki_Ln.21 JLPT JLPT_N4
4	サンドイッチ	サンドイッチ	さ,ち	sandwich	JLPT JLPT_N4
4	会議室	かいぎしつ	し,つ	conference room	JLPT JLPT_N4
4	品物	しなもの	し	goods	JLPT JLPT_N4
4	飾る	かざる	ざ	to decorate, to adorn	JLPT JLPT_N4
4	恥ずかしい	はずかしい	ず,し	ashamed, embarrassed	Genki Genki_Ln.18 JLPT JLPT_N4
4	用事	ようじ	じ	business to take care of; tasks; errands	Genki Genki_Ln.12 JLPT JLPT_N4
4	けんかする	けんかする	す	quarrel	JLPT JLPT_N4
4	故障	こしょうする	しょ,す	breakdown	JLPT JLPT_N4
4	力	ちから	ち	strength, power	JLPT JLPT_N4
4	間違える	まちがえる	ち	to make a mistake	Genki Genki_Ln.21 JLPT JLPT_N4
4	そんな	そんな	そ	such, like that, that sort of	JLPT JLPT_N4
4	星	ほし	し	star	JLPT JLPT_N4
4	準備	じゅんびする	じゅ,す	prepare	JLPT JLPT_N4
4	世界	せかい	せ	world	Genki Genki_Ln.10 JLPT JLPT_N4
4	住所	じゅうしょ	じゅ,しょ	address; place of residence	JLPT JLPT_N4
4	再来月	さらいげつ	さ,つ	the month after next	JLPT JLPT_N4
4	林	はやし	し	woods, forest	JLPT JLPT_N4
4	痩せる	やせる	せ	to lose weight	Genki Genki_Ln.7 JLPT JLPT_N4
4	線	せん	せ	line, wire	JLPT JLPT_N4
4	戦争	せんそう	せ,そ	war	JLPT JLPT_N4
4	調べる	しらべる	し	to check; to look up; to inquire; to search	JLPT JLPT_N4
4	坂	さか	さ	slope, hill	JLPT JLPT_N4
4	～(て) しまう	～(て) しまう	し	to end up ~	JLPT JLPT_N4
4	飛行場	ひこうじょう	じょ	airport	JLPT JLPT_N4
4	柔道	じゅうどう	じゅ	judo	JLPT JLPT_N4
4	決して	けっして	し	never	JLPT JLPT_N4
4	事務所	じむしょ	じ,しょ	office	JLPT JLPT_N4
4	小学校	しょうがっこう	しょ	elementary school	Genki Genki_Ln.23 JLPT JLPT_N4
4	昔	むかし	し	old days; past	Genki Genki_Ln.21 JLPT JLPT_N4
4	美しい	うつくしい	つ,し	beautiful, lovely	JLPT JLPT_N4
4	捨てる	すてる	す	throw away (trash), dump, discard	Genki Genki_Ln.15 JLPT JLPT_N4
4	なさる	なさる	さ	-- honorific expression for する --	Genki Genki_Ln.19 JLPT JLPT_N4
4	試合	しあい	し	match, game, competition	Genki Genki_Ln.12 Intermediate_Japanese_Ln.7 JLPT JLPT_N4
4	素晴らしい	すばらしい	す,し	wonderful; terrific	Intermediate_Japanese_Ln.4 JLPT JLPT_N4
4	美術館	びじゅつかん	じゅ,つ	art gallery, art museum	Genki Genki_Ln.11 JLPT JLPT_N4
4	一度	いちど	ち	once, one time	JLPT JLPT_N4
4	親切	しんせつ	し,せ,つ	kindness	JLPT JLPT_N4
4	知らせる	しらせる	し,せ	to notify	JLPT JLPT_N4
4	歯医者	はいしゃ	しゃ	dentist	JLPT JLPT_N4
4	熱心	ねっしん	し	enthusiasm	JLPT JLPT_N4
4	始める	はじめる	じ	to start, to begin	Genki Genki_Ln.8 JLPT JLPT_N4
4	熱	ねつ	つ	fever, temperature	Intermediate_Japanese_Ln.3 JLPT JLPT_N4
4	お祭り	おまつり	つ	festival	JLPT JLPT_N4
4	水道	すいどう	す	water service, water line	JLPT JLPT_N4
4	おかしい	おかしい	し	strange; odd; funny	Intermediate_Japanese_Ln.2 JLPT JLPT_N4
4	事故	じこ	じ	accident	JLPT JLPT_N4
4	辞典	じてん	じ	encyclopedia, reference book	JLPT JLPT_N4
4	祖母	そぼ	そ	grandmother	JLPT JLPT_N4
4	場所	ばしょ	しょ	place, location	Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	もちろん	もちろん	ち	certainly, of course	Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	漬ける	つける	つ	to soak, to moisten, to pickle	JLPT JLPT_N4
4	受付	うけつけ	つ	reception(ist) desk	Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
4	内	うち	ち	within, inside	JLPT JLPT_N4
4	スクリーン	スクリーン	す	screen	JLPT JLPT_N4
4	けがする	けがする	す	injury (to animate object), hurt	JLPT JLPT_N4
4	～だす	～だす	す	to start doing ~	JLPT JLPT_N4
4	サラダ	サラダ	さ	salad	JLPT JLPT_N4
4	挨拶	あいさつする	さ,つ,す	greet(ing)	JLPT JLPT_N4
4	景色	けしき	し	scenery, landscape	JLPT JLPT_N4
4	確か	たしか	し	if I remember correctly; certain, definite	Intermediate_Japanese_Ln.4 JLPT JLPT_N4
4	ステーキ	ステーキ	す	steak	JLPT JLPT_N4
4	食料品	しょくりょうひん	しょ	foodstuff, groceries	JLPT JLPT_N4
4	石	いし	し	stone	JLPT JLPT_N4
4	思い出す	おもいだす	す	to recall, to remember	Intermediate_Japanese_Ln.8 JLPT JLPT_N4
4	ご主人	ごしゅじん	しゅ,じ	(your, her) husband	Genki Genki_Ln.14 JLPT JLPT_N4
4	珍しい	めずらしい	ず,し	unusual, rare	Intermediate_Japanese_Ln.4 JLPT JLPT_N4
4	お嬢さん	おじょうさん	じょ,さ	(someone's) daughter (polite)	Genki Genki_Ln.22 JLPT JLPT_N4
4	探す	さがす	さ,す	to search, to seek, to look for	Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
4	形	かたち	ち	shape	JLPT JLPT_N4
4	運転	うんてんする	す	driving	JLPT JLPT_N4
4	すっかり	すっかり	す	all, completely	JLPT JLPT_N4
4	アナウンサー	アナウンサー	さ	announcer	JLPT JLPT_N4
4	消しゴム	けしゴム	し	eraser	JLPT JLPT_N4
4	寂しい	さびしい	さ,し	lonely, lonesome	Genki Genki_Ln.9 JLPT JLPT_N4
4	育てる	そだてる	そ	to raise (v.t.); to bring up	Genki Genki_Ln.22 JLPT JLPT_N4
4	味噌	みそ	そ	miso, bean paste	JLPT JLPT_N4
4	案内	あんないする	す	information, guidance	JLPT JLPT_N4
4	連れる	つれる	つ	to lead, to take (a person)	JLPT JLPT_N4
4	技術	ぎじゅつ	じゅ,つ	technique, technology, skill	JLPT JLPT_N4
4	下宿	げしゅく	しゅ	lodging, boarding house	JLPT JLPT_N4
4	ジャム	ジャム	じゃ	jam	JLPT JLPT_N4
4	招待	しょうたいする	しょ,す	invitation	JLPT JLPT_N4
4	はず	はず	ず	it should be so	JLPT JLPT_N4
4	法律	ほうりつ	つ	law	JLPT JLPT_N4
4	進む	すすむ	す,す	to advance, to proceed	JLPT JLPT_N4
4	楽む	たのしむ	し	to enjoy	JLPT JLPT_N4
4	申す	もうす	す	-- extra-modest (humble) expression for 言う (いう) --	Genki Genki_Ln.20 JLPT JLPT_N4
4	試験	しけん	し	an exam	Genki Genki_Ln.9 JLPT JLPT_N4
4	真面目	まじめ	じ	diligent, serious	JLPT JLPT_N4
4	よろしい	よろしい	し	(hon.) good, OK, all right	JLPT JLPT_N4
4	おつり	おつり	つ	change; balance of money returned to the purchaser	JLPT JLPT_N4
4	チェックする	チェックする	す	check	JLPT JLPT_N4
4	交通	こうつう	つ	traffic, transportation	JLPT JLPT_N4
4	味	あじ	じ	flavor, taste	JLPT JLPT_N4
4	校長	こうちょう	ちょ	principal, headmaster	JLPT JLPT_N4
4	ごちそう	ごちそう	ち,そ	feast, treating (someone)	JLPT JLPT_N4
4	引っ越す	ひっこす	す	to move to a new place of residence	JLPT JLPT_N4
4	都合	つごう	つ	circumstances, convenience	JLPT JLPT_N4
4	遠慮	えんりょする	す	restraint, reserve, hesitate	JLPT JLPT_N4
4	差し上げる	さしあげる	さ,し	-- humble expression for あげる --	Genki Genki_Ln.20 JLPT JLPT_N4
4	気持ち	きもち	ち	feeling, sensation, mood	JLPT JLPT_N4
4	祖父	そふ	そ	grandfather	JLPT JLPT_N4
4	凄い	すごい	す	terrific, great	JLPT JLPT_N4
4	入学	にゅうがくする	す	entry to school or university	JLPT JLPT_N4
4	写す	うつす	つ,す	to copy (v.t.); to photograph	JLPT JLPT_N4
4	パソコン	パソコン	そ	(personal) computer	JLPT JLPT_N4
4	部長	ぶちょう	ちょ	department (division) manager	Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4
4	火事	かじ	じ	fire	JLPT JLPT_N4
4	足す	たす	す	to add (numbers)	JLPT JLPT_N4
4	男性	だんせい	せ	man; male	JLPT JLPT_N4
4	生産	せいさんする	せ,さ,す	production; to produce	JLPT JLPT_N4
4	おもちゃ	おもちゃ	ちゃ	a toy	Genki Genki_Ln.11 JLPT JLPT_N4
4	釣る	つる	つ	to fish	JLPT JLPT_N4
4	～ちゃん	～ちゃん	ちゃ	suffix for familiar (female) person	JLPT JLPT_N4
4	打つ	うつ	つ	to hit, to strike	JLPT JLPT_N4
4	女性	じょせい	じょ,せ	woman	JLPT JLPT_N4
4	邪魔	じゃま	じゃ	hindrance, intrusion	JLPT JLPT_N4
4	国際	こくさい	さ	international	JLPT JLPT_N4
4	隅	すみ	す	corner	JLPT JLPT_N4
4	再来週	さらいしゅう	さ,しゅ	the week after next	JLPT JLPT_N4
4	最近	さいきん	さ	recently, nowadays, in recent years, most recent, latest	Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4
4	歴史	れきし	し	history	Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
4	血	ち	ち	blood	JLPT JLPT_N4
4	～続ける	～つづける	つ	to continue doing ~	JLPT JLPT_N4
4	随分	ずいぶん	ず	extremely	JLPT JLPT_N4
4	～やすい	～やすい	す	easy to do ~	JLPT JLPT_N4
4	押し入れ	おしいれ	し	closet	JLPT JLPT_N4
4	叱る	しかる	し	to scold	JLPT JLPT_N4
4	サンダル	サンダル	さ	sandal	JLPT JLPT_N4
4	びっくりする	びっくりする	す	to be surprised	Genki Genki_Ln.21 JLPT JLPT_N4
4	沸かす	わかす	す	to boil	JLPT JLPT_N4
4	レジ	レジ	じ	register	JLPT JLPT_N4
4	しばらく	しばらく	し	little while	JLPT JLPT_N4
4	計画	けいかくする	す	plan, project, schedule	JLPT JLPT_N4
4	下着	したぎ	し	underwear	JLPT JLPT_N4
4	経済	けいざい	ざ	economics, finance, economy	JLPT JLPT_N4
4	是非	ぜひ	ぜ	certainly, by all means; without fail	Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4
4	済む	すむ	す	to finish, to end	JLPT JLPT_N4
4	市	し	し	city	JLPT JLPT_N4
4	引き出し	ひきだし	し	drawer	JLPT JLPT_N4
4	遊び	あそび	そ	play	JLPT JLPT_N4
4	支度	したくする	し,す	preparation	JLPT JLPT_N4
4	～始める	～はじめる	じ	to start doing ~	JLPT JLPT_N4
4	十分	じゅうぶん	じゅ	enough	JLPT JLPT_N4
4	まず	まず	ず	first (of all), to start with	Genki Genki_Ln.18 JLPT JLPT_N4
4	正しい	ただしい	し	correct	JLPT JLPT_N4
4	返事	へんじ	じ	reply, answer	JLPT JLPT_N4
4	産業	さんぎょう	さ	industry	JLPT JLPT_N4
4	伝える	つたえる	つ	to convey (a message); to tell, to report	Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4
4	お金持ち	かねもち; おかねもち	ち,ち	rich person	JLPT JLPT_N4
4	説明	せつめい	せ,つ	explanation	JLPT JLPT_N4
4	島	しま	し	island	Intermediate_Japanese_Ln.5 JLPT JLPT_N4
4	滑る	すべる	す	to slide, to slip	JLPT JLPT_N4
4	それほど	それほど	そ	to that degree; extent	JLPT JLPT_N4
4	以上	いじょう	じょ	more than; this is all	JLPT JLPT_N4
4	プレゼント	プレゼント	ぜ	present, gift	Genki Genki_Ln.12 JLPT JLPT_N4
4	妻	つま	つ	wife (humble)	JLPT JLPT_N4
4	駐車場	ちゅうしゃじょう	ちゅ,しゃ,じょ	parking lot	JLPT JLPT_N4
4	スーツ	スーツ	す,つ	suit	JLPT JLPT_N4
4	彼女	かのじょ	じょ	girlfriend; she	Genki Genki_Ln.12 JLPT JLPT_N4
4	卒業	そつぎょう	そ,つ	graduation	JLPT JLPT_N4
4	それで	それで	そ	and (conj.), thereupon, because of that	JLPT JLPT_N4
4	専門	せんもん	せ	major; speciality	Genki Genki_Ln.1 JLPT JLPT_N4
4	そろそろ	そろそろ	そ,そ	gradually, soon	JLPT JLPT_N4
4	騒ぐ	さわぐ	さ	to make noise, to clamor	JLPT JLPT_N4
4	尋ねる	たずねる	ず	to inquire (same as 質問する)	JLPT JLPT_N4
4	放送	ほうそうする	そ,す	broadcasting	JLPT JLPT_N4
4	政治	せいじ	せ,じ	politics	Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
4	市民	しみん	し	citizen	JLPT JLPT_N4
4	ファックス	ファックス	す	fax	JLPT JLPT_N4
4	見つける	みつける	つ	to discover, to find (v.t.)	Genki Genki_Ln.21 JLPT JLPT_N4
4	高校生	こうこうせい	せ	high school student	Genki Genki_Ln.1 JLPT JLPT_N4
4	そんなに	そんなに	そ	so much, like that	JLPT JLPT_N4
4	昼休み	ひるやすみ	す	lunch break, noon recess	JLPT JLPT_N4
4	忘れ物	わすれもの	す	lost article, something forgotten	JLPT JLPT_N4
4	承知	しょうちする	しょ,ち,す	consent, acceptance	JLPT JLPT_N4
4	留守	るす	す	absence; not at home	Genki Genki_Ln.21 JLPT JLPT_N4
4	普通	ふつう	つ	common; usual	Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4
4	手伝う	てつだう	つ	to help	JLPT JLPT_N4
